3_10/out:==== RAMD ==== GROMACS will be stopped after 6055200 steps.
3_11/out:==== RAMD ==== GROMACS will be stopped after 3792550 steps.
3_12/out:==== RAMD ==== GROMACS will be stopped after 4499350 steps.
3_13/out:==== RAMD ==== GROMACS will be stopped after 6632350 steps.
3_14/out:==== RAMD ==== GROMACS will be stopped after 12841900 steps.
3_15/out:==== RAMD ==== GROMACS will be stopped after 4498200 steps.
3_16/out:==== RAMD ==== GROMACS will be stopped after 2713600 steps.
3_17/out:==== RAMD ==== GROMACS will be stopped after 3671550 steps.
3_18/out:==== RAMD ==== GROMACS will be stopped after 14972700 steps.
3_19/out:==== RAMD ==== GROMACS will be stopped after 9854100 steps.
3_1/out:==== RAMD ==== GROMACS will be stopped after 2677100 steps.
3_20/out:==== RAMD ==== GROMACS will be stopped after 3382400 steps.
3_2/out:==== RAMD ==== GROMACS will be stopped after 2778300 steps.
3_3/out:==== RAMD ==== GROMACS will be stopped after 9352350 steps.
3_4/out:==== RAMD ==== GROMACS will be stopped after 4496050 steps.
3_5/out:==== RAMD ==== GROMACS will be stopped after 11004600 steps.
3_6/out:==== RAMD ==== GROMACS will be stopped after 5257900 steps.
3_7/out:==== RAMD ==== GROMACS will be stopped after 5780050 steps.
3_8/out:==== RAMD ==== GROMACS will be stopped after 2399150 steps.
3_9/out:==== RAMD ==== GROMACS will be stopped after 2335550 steps.
