3_10/out:==== RAMD ==== GROMACS will be stopped after 1631700 steps.
3_11/out:==== RAMD ==== GROMACS will be stopped after 4706850 steps.
3_12/out:==== RAMD ==== GROMACS will be stopped after 8088550 steps.
3_13/out:==== RAMD ==== GROMACS will be stopped after 1755050 steps.
3_14/out:==== RAMD ==== GROMACS will be stopped after 2427300 steps.
3_15/out:==== RAMD ==== GROMACS will be stopped after 4931100 steps.
3_16/out:==== RAMD ==== GROMACS will be stopped after 1830000 steps.
3_17/out:==== RAMD ==== GROMACS will be stopped after 1489200 steps.
3_18/out:==== RAMD ==== GROMACS will be stopped after 7938850 steps.
3_19/out:==== RAMD ==== GROMACS will be stopped after 1534150 steps.
3_1/out:==== RAMD ==== GROMACS will be stopped after 3620150 steps.
3_20/out:==== RAMD ==== GROMACS will be stopped after 6546700 steps.
3_2/out:==== RAMD ==== GROMACS will be stopped after 5104200 steps.
3_3/out:==== RAMD ==== GROMACS will be stopped after 6055050 steps.
3_4/out:==== RAMD ==== GROMACS will be stopped after 3581200 steps.
3_5/out:==== RAMD ==== GROMACS will be stopped after 866650 steps.
3_6/out:==== RAMD ==== GROMACS will be stopped after 5753400 steps.
3_7/out:==== RAMD ==== GROMACS will be stopped after 4511050 steps.
3_8/out:==== RAMD ==== GROMACS will be stopped after 3303850 steps.
3_9/out:==== RAMD ==== GROMACS will be stopped after 5756950 steps.
