4_10/out:==== RAMD ==== GROMACS will be stopped after 942550 steps.
4_11/out:==== RAMD ==== GROMACS will be stopped after 922800 steps.
4_12/out:==== RAMD ==== GROMACS will be stopped after 6376100 steps.
4_13/out:==== RAMD ==== GROMACS will be stopped after 1018400 steps.
4_14/out:==== RAMD ==== GROMACS will be stopped after 766500 steps.
4_15/out:==== RAMD ==== GROMACS will be stopped after 4794250 steps.
4_16/out:==== RAMD ==== GROMACS will be stopped after 2323350 steps.
4_17/out:==== RAMD ==== GROMACS will be stopped after 1818650 steps.
4_18/out:==== RAMD ==== GROMACS will be stopped after 3516350 steps.
4_19/out:==== RAMD ==== GROMACS will be stopped after 2063250 steps.
4_1/out:==== RAMD ==== GROMACS will be stopped after 4974500 steps.
4_20/out:==== RAMD ==== GROMACS will be stopped after 7193500 steps.
4_2/out:==== RAMD ==== GROMACS will be stopped after 4650150 steps.
4_3/out:==== RAMD ==== GROMACS will be stopped after 1437550 steps.
4_4/out:==== RAMD ==== GROMACS will be stopped after 1776000 steps.
4_5/out:==== RAMD ==== GROMACS will be stopped after 6928050 steps.
4_6/out:==== RAMD ==== GROMACS will be stopped after 864750 steps.
4_7/out:==== RAMD ==== GROMACS will be stopped after 8289150 steps.
4_8/out:==== RAMD ==== GROMACS will be stopped after 5814050 steps.
4_9/out:==== RAMD ==== GROMACS will be stopped after 1424700 steps.
