5_10/out:==== RAMD ==== GROMACS will be stopped after 1686650 steps.
5_11/out:==== RAMD ==== GROMACS will be stopped after 3940450 steps.
5_12/out:==== RAMD ==== GROMACS will be stopped after 1830500 steps.
5_13/out:==== RAMD ==== GROMACS will be stopped after 3732600 steps.
5_14/out:==== RAMD ==== GROMACS will be stopped after 4570250 steps.
5_15/out:==== RAMD ==== GROMACS will be stopped after 3938700 steps.
5_16/out:==== RAMD ==== GROMACS will be stopped after 2859050 steps.
5_17/out:==== RAMD ==== GROMACS will be stopped after 4005800 steps.
5_18/out:==== RAMD ==== GROMACS will be stopped after 2987250 steps.
5_19/out:==== RAMD ==== GROMACS will be stopped after 1983750 steps.
5_1/out:==== RAMD ==== GROMACS will be stopped after 5266450 steps.
5_20/out:==== RAMD ==== GROMACS will be stopped after 5098300 steps.
5_2/out:==== RAMD ==== GROMACS will be stopped after 4250850 steps.
5_3/out:==== RAMD ==== GROMACS will be stopped after 3125300 steps.
5_4/out:==== RAMD ==== GROMACS will be stopped after 1679550 steps.
5_5/out:==== RAMD ==== GROMACS will be stopped after 2586250 steps.
5_6/out:==== RAMD ==== GROMACS will be stopped after 10252500 steps.
5_7/out:==== RAMD ==== GROMACS will be stopped after 1697650 steps.
5_8/out:==== RAMD ==== GROMACS will be stopped after 1970900 steps.
5_9/out:==== RAMD ==== GROMACS will be stopped after 4481650 steps.
